Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00336,42.0,Female,Riyadh,Mobile,Paid Search,1.0,No,Night,25.07,5.0,Electronics,nan,No,BNPL,1.0,Yes,Payment Gateway,No,
CUST00337,33.0,Female,Muscat,Mobile,Paid Search,1.0,No,Evening,2.23,3.0,Grocery,Home & Kitchen,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00338,36.0,Male,Riyadh,Desktop,Email,4.0,Yes,Morning,19.01,4.0,Electronics,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00339,58.0,Female,Abu Dhabi,Mobile,Email,4.0,Yes,Night,21.16,6.0,Grocery,Home & Kitchen,No,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00340,31.0,Female,Riyadh,Mobile,Social Media,4.0,Yes,Evening,37.34,10.0,Beauty,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00341,50.0,Other,Dubai,Desktop,Paid Search,2.0,Yes,Afternoon,65.62,16.0,Electronics,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00342,40.0,Female,Abu Dhabi,Mobile,Organic,5.0,Yes,Evening,16.83,5.0,Home & Kitchen,nan,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00343,48.0,Female,Dubai,Mobile,Social Media,2.0,Yes,Night,11.3,7.0,Apparel,nan,No,Digital Wallet,2.0,Yes,None,Yes,133.07
CUST00344,48.0,Male,Riyadh,Mobile,Paid Search,1.0,No,Morning,10.91,3.0,Apparel,nan,Yes,BNPL,,No,Product Page,No,
CUST00345,41.0,Male,Dubai,Mobile,Paid Search,1.0,No,Evening,14.61,4.0,Apparel,Toys,No,Digital Wallet,12.0,Yes,None,Yes,304.43
CUST00346,34.0,Female,London,Mobile,Paid Search,2.0,Yes,Night,13.2,3.0,Apparel,nan,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00347,54.0,Female,Abu Dhabi,Tablet,Organic,4.0,Yes,Afternoon,20.66,6.0,Beauty,Apparel,No,Credit/Debit Card,,No,Product Page,No,
CUST00348,50.0,Female,Dubai,Mobile,Direct,5.0,Yes,Evening,5.42,3.0,Sports,nan,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00349,41.0,Other,Sharjah,Tablet,Email,3.0,Yes,Afternoon,11.11,5.0,Apparel,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00350,41.0,Female,Dubai,Mobile,Organic,3.0,Yes,Afternoon,29.19,8.0,Books,nan,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00351,30.0,Female,Sharjah,Mobile,Social Media,4.0,Yes,Afternoon,14.15,3.0,Grocery,nan,No,Digital Wallet,,No,Product Page,No,
CUST00352,47.0,Female,Abu Dhabi,Mobile,Organic,3.0,Yes,Evening,33.56,8.0,Electronics,nan,Yes,BNPL,,No,Product Page,No,
CUST00353,55.0,Female,Dubai,Mobile,Social Media,1.0,No,Evening,14.57,3.0,Electronics,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00354,29.0,Male,Dubai,Mobile,Paid Search,1.0,No,Night,3.87,3.0,Apparel,nan,Yes,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00355,30.0,Male,Sharjah,Mobile,Organic,2.0,Yes,Night,50.5,,Home & Kitchen,nan,No,BNPL,2.0,Yes,None,Yes,250.4
CUST00356,38.0,Female,Dubai,Mobile,Direct,5.0,Yes,Night,16.1,,Apparel,nan,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00357,32.0,Male,Kuwait City,Mobile,Social Media,1.0,No,Afternoon,,1.0,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00358,38.0,Female,Riyadh,Mobile,Email,3.0,Yes,Morning,16.28,2.0,Beauty,Apparel,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00359,37.0,Male,Riyadh,Mobile,Social Media,1.0,No,Evening,4.62,1.0,Home & Kitchen,Beauty,Yes,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00360,30.0,Female,Sharjah,Mobile,Social Media,1.0,No,Night,15.9,3.0,Electronics,Sports,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00361,56.0,Female,Riyadh,Desktop,Paid Search,1.0,No,Night,15.56,4.0,Books,Grocery,No,BNPL,,No,Product Page,No,
CUST00362,29.0,Female,London,Desktop,Organic,3.0,Yes,Evening,68.72,14.0,Beauty,nan,Yes,Credit/Debit Card,4.0,Yes,None,Yes,149.7
CUST00363,38.0,Male,Dubai,Mobile,Email,4.0,Yes,Afternoon,26.8,7.0,Apparel,nan,No,Digital Wallet,,No,Product Page,No,
CUST00364,31.0,Female,Dubai,Mobile,Organic,4.0,Yes,Morning,65.91,15.0,Beauty,Grocery,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00365,52.0,Female,Dubai,Mobile,Paid Search,1.0,No,Night,5.65,2.0,Electronics,Books,No,Cash on Delivery,3.0,Yes,Payment Gateway,No,
CUST00366,39.0,Male,Dubai,Desktop,Paid Search,8.0,Yes,Afternoon,14.56,,Home & Kitchen,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00367,72.0,Female,Dubai,Mobile,Organic,5.0,Yes,Morning,124.53335096073387,25.0,Electronics,Home & Kitchen,No,Cash on Delivery,,No,Product Page,No,
CUST00368,55.0,Male,Doha,Desktop,Social Media,2.0,Yes,Night,163.4627440377374,66.0,Electronics,nan,No,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00369,35.0,Male,Sharjah,Mobile,Social Media,2.0,Yes,Evening,15.09,4.0,Apparel,Toys,Yes,Digital Wallet,2.0,Yes,Checkout,No,
CUST00370,42.0,Male,Mumbai,Mobile,Referral,1.0,No,Morning,5.15,1.0,Electronics,Sports,Yes,Cash on Delivery,,No,Product Page,No,
CUST00371,31.0,Female,Dubai,Mobile,Organic,4.0,Yes,Afternoon,8.45,4.0,Beauty,nan,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00372,38.0,Male,Abu Dhabi,Mobile,Social Media,,No,Morning,10.22,4.0,Beauty,Apparel,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00373,45.0,Female,Mumbai,Desktop,Paid Search,1.0,No,Evening,14.8,2.0,Electronics,nan,No,Cash on Delivery,2.0,Yes,Cart,No,
CUST00374,30.0,Male,Muscat,Mobile,Paid Search,1.0,No,Afternoon,13.5,4.0,Electronics,nan,No,Credit/Debit Card,1.0,Yes,Payment Gateway,No,
CUST00375,36.0,Male,,Mobile,Organic,4.0,Yes,Night,,,Sports,nan,Yes,BNPL,3.0,Yes,None,Yes,149.54
CUST00376,42.0,Female,Riyadh,Mobile,Email,2.0,Yes,Afternoon,14.7,5.0,Electronics,nan,No,Credit/Debit Card,2.0,Yes,None,Yes,300.16
CUST00377,27.0,Female,Muscat,Desktop,Organic,2.0,Yes,Evening,33.54,9.0,Apparel,nan,No,Cash on Delivery,17.0,Yes,Cart,No,
CUST00378,45.0,Female,Sharjah,Mobile,Social Media,2.0,Yes,Morning,22.48,6.0,Home & Kitchen,nan,Yes,BNPL,3.0,Yes,Checkout,No,
CUST00379,42.0,Male,Dubai,Mobile,Paid Search,2.0,Yes,Afternoon,135.006412560642,58.0,Sports,Electronics,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00380,34.0,Male,,Mobile,Referral,2.0,Yes,Evening,12.27,3.0,Sports,nan,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00381,39.0,Female,Sharjah,Mobile,Referral,1.0,No,Evening,4.71,2.0,Beauty,nan,No,Credit/Debit Card,9.0,Yes,Checkout,No,
CUST00382,57.0,Female,Dubai,Desktop,Organic,4.0,Yes,Afternoon,39.23,6.0,Apparel,nan,No,BNPL,3.0,Yes,None,Yes,156.7
CUST00383,27.0,Male,Sharjah,Mobile,Paid Search,1.0,No,Evening,21.79,7.0,Beauty,nan,No,Digital Wallet,,No,Product Page,No,
CUST00384,38.0,Male,Abu Dhabi,Mobile,Organic,3.0,Yes,Night,15.51,,Apparel,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00385,56.0,Female,Cairo,Mobile,Direct,3.0,Yes,Afternoon,24.78,6.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00386,31.0,Male,Dubai,Tablet,Organic,6.0,Yes,Morning,19.61,4.0,Home & Kitchen,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00387,34.0,Female,Cairo,Mobile,Organic,3.0,Yes,Afternoon,13.07,3.0,Beauty,nan,No,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00388,49.0,Male,Sharjah,Mobile,Paid Search,1.0,No,Evening,25.57,7.0,Electronics,nan,No,BNPL,,No,Product Page,No,
CUST00389,40.0,Male,Abu Dhabi,Desktop,Paid Search,2.0,Yes,Morning,17.09,3.0,Electronics,Sports,No,Credit/Debit Card,,No,Product Page,No,
CUST00390,36.0,Other,Dubai,Mobile,Paid Search,1.0,No,Afternoon,8.65,3.0,Sports,nan,No,Digital Wallet,,No,Product Page,No,
CUST00391,27.0,Male,Doha,Tablet,Direct,3.0,Yes,Evening,6.25,3.0,Sports,nan,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00392,47.0,Male,London,Mobile,Social Media,1.0,No,Night,4.7,1.0,Home & Kitchen,nan,No,Cash on Delivery,2.0,Yes,Payment Gateway,No,
CUST00393,58.0,Female,Abu Dhabi,Mobile,Email,4.0,Yes,Afternoon,31.36,9.0,Apparel,Toys,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00394,39.0,Male,Dubai,Desktop,Paid Search,5.0,Yes,Afternoon,23.23,8.0,Sports,Books,No,Digital Wallet,,No,Product Page,No,
CUST00395,47.0,Male,Riyadh,Desktop,Direct,2.0,Yes,Evening,12.38,7.0,Beauty,nan,No,BNPL,2.0,Yes,Cart,No,
CUST00396,34.0,Female,Kuwait City,Mobile,Email,5.0,Yes,Morning,12.9,3.0,Home & Kitchen,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00397,32.0,Male,,Tablet,Paid Search,1.0,No,Afternoon,60.0,13.0,Apparel,Sports,Yes,BNPL,3.0,Yes,Cart,No,
CUST00398,27.0,Male,Riyadh,Mobile,Direct,6.0,Yes,Evening,21.04,6.0,Electronics,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00399,43.0,Male,,Desktop,Paid Search,1.0,No,Night,35.38,9.0,Apparel,nan,No,BNPL,3.0,Yes,Payment Gateway,No,
CUST00400,52.0,Female,Abu Dhabi,Mobile,Paid Search,1.0,No,Night,40.2,12.0,Apparel,Beauty,Yes,Cash on Delivery,2.0,Yes,None,Yes,75.89
CUST00401,37.0,Female,Sharjah,Mobile,Paid Search,2.0,Yes,Afternoon,9.15,4.0,Apparel,Sports,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00402,47.0,Female,Dubai,Desktop,Direct,2.0,Yes,Evening,56.71,13.0,Home & Kitchen,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00403,36.0,Male,Kuwait City,Tablet,Direct,2.0,Yes,Afternoon,6.58,1.0,Electronics,nan,Yes,BNPL,4.0,Yes,Checkout,No,
CUST00404,45.0,Female,Riyadh,Mobile,Social Media,1.0,No,Afternoon,21.83,8.0,Sports,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00405,38.0,Female,Sharjah,Mobile,Organic,3.0,Yes,Night,20.01,4.0,Electronics,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00406,23.0,Female,Abu Dhabi,Mobile,Organic,2.0,Yes,Night,26.27,2.0,Home & Kitchen,nan,No,Digital Wallet,4.0,Yes,Cart,No,
CUST00407,31.0,Female,Abu Dhabi,Mobile,Email,3.0,Yes,Morning,15.62,1.0,Beauty,Apparel,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00408,34.0,Female,Muscat,Mobile,Social Media,1.0,No,Morning,18.9,5.0,Home & Kitchen,Toys,No,Cash on Delivery,2.0,Yes,Cart,No,
CUST00409,37.0,Female,Sharjah,Mobile,Social Media,1.0,No,Afternoon,36.22,6.0,Apparel,nan,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00410,43.0,Female,Sharjah,Mobile,Organic,5.0,Yes,Evening,34.44,8.0,Home & Kitchen,Grocery,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00411,25.0,Male,Sharjah,Desktop,Paid Search,1.0,No,Night,16.92,2.0,Sports,Apparel,No,Digital Wallet,,No,Product Page,No,
CUST00412,27.0,Male,Sharjah,Mobile,Social Media,2.0,Yes,Afternoon,9.51,3.0,Toys,Apparel,No,Digital Wallet,,No,Product Page,No,
CUST00413,37.0,Male,Dubai,Mobile,Organic,4.0,Yes,Afternoon,18.07,5.0,Beauty,nan,Yes,Cash on Delivery,,No,Product Page,No,
CUST00414,52.0,Male,Dubai,Mobile,Paid Search,1.0,No,Afternoon,17.38,5.0,Sports,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00415,42.0,Male,Dubai,Mobile,Referral,1.0,No,Morning,20.52,4.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00416,28.0,Female,Kuwait City,Mobile,Paid Search,1.0,No,Evening,28.67,8.0,Books,nan,No,Digital Wallet,2.0,Yes,None,Yes,43.69
CUST00417,24.0,Male,Dubai,Mobile,Referral,3.0,Yes,Night,133.67150721272827,50.0,Grocery,Beauty,No,Digital Wallet,3.0,Yes,None,Yes,55.43
CUST00418,34.0,Female,Dubai,Desktop,Paid Search,1.0,No,Afternoon,10.58,3.0,Home & Kitchen,Toys,No,BNPL,,No,Product Page,No,
CUST00419,38.0,Female,Kuwait City,Desktop,Paid Search,1.0,No,Afternoon,9.31,2.0,Beauty,nan,Yes,Digital Wallet,16.0,Yes,None,Yes,230.67
CUST00420,50.0,Male,Dubai,Desktop,Social Media,3.0,Yes,Afternoon,15.72,4.0,Home & Kitchen,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00421,27.0,Female,Riyadh,Tablet,Email,29.0,Yes,Afternoon,22.59,8.0,Apparel,Sports,Yes,Credit/Debit Card,3.0,Yes,None,Yes,120.31
CUST00422,46.0,Female,Abu Dhabi,Desktop,Email,5.0,Yes,Morning,26.62,6.0,Sports,Books,No,BNPL,,No,Product Page,No,
CUST00423,31.0,Male,Dubai,Desktop,Paid Search,4.0,Yes,Evening,10.01,1.0,Home & Kitchen,Grocery,No,BNPL,2.0,Yes,None,Yes,191.8
CUST00424,52.0,Male,Abu Dhabi,Mobile,Paid Search,2.0,Yes,Afternoon,8.3,1.0,Home & Kitchen,Beauty,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00425,47.0,Male,Dubai,Mobile,Organic,5.0,Yes,Afternoon,17.46,4.0,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00426,46.0,Female,Muscat,Mobile,Social Media,1.0,No,Night,49.7,10.0,Sports,Electronics,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00427,49.0,Male,Sharjah,Mobile,Email,3.0,Yes,Morning,17.6,6.0,Beauty,Grocery,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00428,34.0,Female,Dubai,Mobile,Paid Search,4.0,Yes,Evening,5.64,1.0,Electronics,Home & Kitchen,No,Digital Wallet,,No,Product Page,No,
CUST00429,55.0,Female,Dubai,Mobile,Organic,3.0,Yes,Evening,24.14,6.0,Home & Kitchen,nan,No,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00430,37.0,Male,Sharjah,Desktop,Email,12.0,Yes,Evening,22.27,7.0,Toys,nan,Yes,Digital Wallet,1.0,Yes,None,Yes,68.83
CUST00431,45.0,Female,Dubai,Mobile,Referral,1.0,No,Morning,4.76,1.0,Home & Kitchen,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00432,54.0,Male,Dubai,Mobile,Organic,4.0,Yes,Evening,14.94,5.0,Grocery,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00433,23.0,Female,Sharjah,Tablet,Paid Search,1.0,No,Morning,9.27,3.0,Sports,Electronics,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00434,49.0,Male,Muscat,Mobile,Paid Search,2.0,Yes,Night,12.27,3.0,Beauty,nan,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00435,47.0,Female,Abu Dhabi,Mobile,Organic,4.0,Yes,Evening,33.89,9.0,Apparel,Beauty,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00436,46.0,Male,Doha,Mobile,Social Media,1.0,No,Evening,19.08,2.0,Apparel,nan,No,Cash on Delivery,1.0,Yes,None,Yes,92.35
CUST00437,29.0,Female,Cairo,Desktop,Direct,5.0,Yes,Afternoon,19.39,7.0,Beauty,Apparel,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00438,30.0,Male,Dubai,Mobile,Organic,2.0,Yes,Night,35.7,5.0,Apparel,nan,Yes,Cash on Delivery,,No,Product Page,No,
CUST00439,37.0,Male,Kuwait City,Mobile,Social Media,1.0,No,Night,8.78,4.0,Sports,Electronics,Yes,Digital Wallet,2.0,Yes,Checkout,No,
CUST00440,38.0,Female,Kuwait City,Mobile,Social Media,1.0,No,Night,6.82,3.0,Sports,nan,Yes,BNPL,,No,Product Page,No,
CUST00441,34.0,Male,,Mobile,Social Media,3.0,Yes,Night,17.34,5.0,Apparel,Toys,Yes,Credit/Debit Card,2.0,Yes,None,Yes,84.36
CUST00442,52.0,Female,Mumbai,Mobile,Paid Search,3.0,Yes,Night,17.8,7.0,Beauty,nan,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00443,19.0,Female,Dubai,Desktop,Paid Search,3.0,Yes,Evening,9.83,5.0,Home & Kitchen,nan,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00444,35.0,Male,Dubai,Desktop,Organic,6.0,Yes,Morning,54.51,13.0,Apparel,Sports,No,Digital Wallet,2.0,Yes,None,Yes,136.17
CUST00445,27.0,Male,Kuwait City,Desktop,Paid Search,2.0,Yes,Morning,12.81,3.0,Apparel,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00446,54.0,Male,Sharjah,Desktop,Paid Search,2.0,Yes,Evening,24.45,5.0,Books,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00447,42.0,Female,Abu Dhabi,Mobile,Paid Search,1.0,No,Afternoon,18.96,6.0,Apparel,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00448,37.0,Male,Dubai,Desktop,Paid Search,2.0,Yes,Evening,172.91472448040037,36.0,Apparel,nan,Yes,Credit/Debit Card,4.0,Yes,None,Yes,132.39
CUST00449,29.0,Male,Kuwait City,Mobile,Paid Search,3.0,Yes,Afternoon,18.0,5.0,Apparel,nan,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00450,42.0,Male,Kuwait City,Desktop,Organic,5.0,Yes,Evening,58.7,13.0,Electronics,Sports,No,Digital Wallet,,No,Product Page,No,
CUST00451,27.0,Male,Riyadh,Mobile,Social Media,1.0,No,Afternoon,6.9,2.0,Home & Kitchen,nan,No,Cash on Delivery,,No,Product Page,No,
CUST00452,,Other,London,Mobile,Organic,6.0,Yes,Afternoon,11.14,1.0,Electronics,Home & Kitchen,No,BNPL,,No,Product Page,No,
CUST00453,54.0,Male,Abu Dhabi,Mobile,Organic,4.0,Yes,Afternoon,20.63,6.0,Sports,nan,No,Credit/Debit Card,1.0,Yes,None,Yes,140.04
CUST00454,54.0,Female,Dubai,Mobile,Referral,1.0,No,Afternoon,17.69,4.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00455,30.0,Female,Doha,Mobile,Paid Search,1.0,No,Night,,3.0,Home & Kitchen,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00456,53.0,Female,Kuwait City,Desktop,Social Media,2.0,Yes,Evening,14.83,1.0,Electronics,Books,No,Credit/Debit Card,10.0,Yes,Cart,No,
CUST00457,23.0,Male,Dubai,Mobile,Paid Search,1.0,No,Night,5.34,2.0,Grocery,nan,No,Digital Wallet,,No,Product Page,No,
CUST00458,35.0,Female,Dubai,Mobile,Social Media,1.0,No,Afternoon,3.33,1.0,Apparel,nan,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00459,31.0,Female,Muscat,Desktop,Direct,2.0,Yes,Morning,10.31,2.0,Sports,Apparel,Yes,BNPL,4.0,Yes,Payment Gateway,No,
CUST00460,21.0,Male,Mumbai,Mobile,Organic,6.0,Yes,Morning,19.33,6.0,Sports,nan,No,Cash on Delivery,,No,Product Page,No,
CUST00461,46.0,Male,Riyadh,Desktop,Organic,4.0,Yes,Morning,30.36,7.0,Beauty,Grocery,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00462,50.0,Male,,Mobile,Social Media,2.0,Yes,Afternoon,16.93,4.0,Sports,Electronics,Yes,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00463,49.0,Male,Mumbai,Tablet,Organic,3.0,Yes,Morning,20.2,4.0,Electronics,Books,No,Cash on Delivery,3.0,Yes,Cart,No,
CUST00464,41.0,Male,Cairo,Mobile,Paid Search,2.0,Yes,Night,22.37,5.0,Beauty,Apparel,Yes,Digital Wallet,6.0,Yes,None,Yes,106.59
CUST00465,41.0,Female,Sharjah,Mobile,Organic,5.0,Yes,Night,42.96,12.0,Apparel,Sports,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00466,57.0,Male,Muscat,Mobile,Organic,3.0,Yes,Night,19.14,6.0,Sports,nan,No,Digital Wallet,3.0,Yes,None,Yes,150.83
CUST00467,34.0,Male,Muscat,Mobile,Social Media,1.0,No,Night,16.05,4.0,Grocery,nan,No,BNPL,3.0,Yes,None,Yes,84.68
CUST00468,42.0,Female,London,Desktop,Paid Search,1.0,No,Evening,18.3,5.0,Books,nan,Yes,Cash on Delivery,2.0,Yes,None,Yes,37.59
CUST00469,32.0,Male,Muscat,Mobile,Email,3.0,Yes,Afternoon,22.17,6.0,Electronics,nan,Yes,Digital Wallet,3.0,Yes,None,Yes,359.95
CUST00470,49.0,Female,Riyadh,Mobile,Paid Search,1.0,No,Morning,12.37,4.0,Apparel,nan,No,BNPL,,No,Product Page,No,
CUST00471,49.0,Male,Riyadh,Mobile,Paid Search,1.0,No,Morning,157.53877639504768,32.0,Apparel,nan,No,Cash on Delivery,2.0,Yes,Payment Gateway,No,
CUST00472,41.0,Female,Sharjah,Desktop,Social Media,3.0,Yes,Night,47.02,8.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00473,41.0,Male,Riyadh,Mobile,Paid Search,4.0,Yes,Night,41.43,9.0,Electronics,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00474,38.0,Female,Kuwait City,Tablet,Email,4.0,Yes,Evening,12.14,3.0,Apparel,nan,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00475,42.0,Female,Mumbai,Mobile,Organic,5.0,Yes,Night,21.17,8.0,Toys,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00476,24.0,Male,Sharjah,Mobile,Email,5.0,Yes,Morning,18.7,9.0,Home & Kitchen,Toys,Yes,BNPL,,No,Product Page,No,
CUST00477,42.0,Male,Riyadh,Mobile,Social Media,2.0,Yes,Evening,36.1,9.0,Beauty,Grocery,Yes,Cash on Delivery,,No,Product Page,No,
CUST00478,56.0,Female,Sharjah,Desktop,Email,4.0,Yes,Afternoon,27.38,5.0,Home & Kitchen,nan,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00479,,Male,Doha,Desktop,Direct,5.0,Yes,Night,,6.0,Beauty,nan,No,Digital Wallet,,No,Product Page,No,
CUST00480,41.0,Female,Riyadh,Mobile,Social Media,3.0,Yes,Night,10.16,1.0,Grocery,Home & Kitchen,Yes,Digital Wallet,5.0,Yes,Payment Gateway,No,
CUST00481,36.0,Other,Dubai,Mobile,Social Media,1.0,No,Evening,23.35,5.0,Home & Kitchen,nan,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00482,33.0,Male,Sharjah,Desktop,Direct,,Yes,Morning,12.94,1.0,Electronics,nan,No,BNPL,,No,Product Page,No,
CUST00483,48.0,Male,Dubai,Mobile,Paid Search,9.0,Yes,Afternoon,12.61,4.0,Home & Kitchen,Toys,Yes,Digital Wallet,4.0,Yes,Checkout,No,
CUST00484,34.0,Male,Dubai,Mobile,Social Media,1.0,No,Evening,5.24,1.0,Toys,nan,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00485,47.0,Male,Kuwait City,Mobile,Paid Search,1.0,No,Night,9.58,2.0,Apparel,nan,No,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00486,40.0,Female,Dubai,Mobile,Paid Search,1.0,No,Afternoon,7.85,3.0,Home & Kitchen,nan,No,Digital Wallet,,No,Product Page,No,
CUST00487,26.0,Female,Abu Dhabi,Mobile,Paid Search,1.0,No,Afternoon,23.8,6.0,Electronics,Home & Kitchen,No,Credit/Debit Card,,No,Product Page,No,
CUST00488,31.0,Male,Dubai,Mobile,Social Media,1.0,No,Evening,10.23,2.0,Electronics,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00489,40.0,Male,Dubai,Mobile,Organic,6.0,Yes,Night,48.21,11.0,Books,nan,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00490,35.0,Male,Kuwait City,Desktop,Social Media,1.0,No,Evening,14.19,2.0,Apparel,nan,No,Digital Wallet,,No,Product Page,No,
CUST00491,35.0,Male,Sharjah,Mobile,Email,7.0,Yes,Evening,10.47,6.0,Apparel,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00492,38.0,Female,Cairo,Desktop,Social Media,1.0,No,Evening,14.87,2.0,Apparel,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00493,32.0,Male,,Mobile,Referral,1.0,No,Afternoon,17.84,5.0,Grocery,nan,No,Credit/Debit Card,3.0,Yes,None,Yes,66.53
CUST00494,,Female,Dubai,Desktop,Referral,2.0,Yes,Afternoon,54.11,13.0,Electronics,nan,No,BNPL,3.0,Yes,Cart,No,
CUST00495,43.0,Female,Abu Dhabi,Mobile,Email,4.0,Yes,Evening,17.11,5.0,Sports,nan,Yes,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00496,19.0,Female,Doha,Desktop,Direct,2.0,Yes,Night,52.28,13.0,Apparel,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00497,34.0,Male,Riyadh,Mobile,Organic,4.0,Yes,Evening,18.05,2.0,Sports,nan,No,Credit/Debit Card,1.0,Yes,None,Yes,158.97
CUST00498,42.0,Female,Cairo,Desktop,Direct,9.0,Yes,Afternoon,14.67,3.0,Toys,Grocery,No,Cash on Delivery,,No,Product Page,No,
CUST00499,52.0,Female,Riyadh,Mobile,Paid Search,1.0,No,Night,22.66,6.0,Apparel,nan,No,Cash on Delivery,1.0,Yes,Checkout,No,
CUST00500,36.0,Female,Sharjah,Mobile,Social Media,1.0,No,Evening,38.04,9.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00501,56.0,Male,Kuwait City,Tablet,Email,3.0,Yes,Morning,28.77,9.0,Electronics,nan,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00502,29.0,Male,London,Mobile,Social Media,1.0,No,Evening,3.93,1.0,Beauty,nan,No,Credit/Debit Card,3.0,Yes,Checkout,No,
